"module name","license","repository"
"@mrmlnc/readdir-enhanced@2.2.1","MIT","https://github.com/bigstickcarpet/readdir-enhanced"
"@nodelib/fs.stat@1.1.3","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@sindresorhus/is@0.7.0","MIT","https://github.com/sindresorhus/is"
"@types/q@1.5.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn@2.6.4","MIT","https://github.com/ternjs/acorn"
"ajv@6.10.2","MIT","https://github.com/epoberezkin/ajv"
"alter@0.2.0","MIT","https://github.com/olov/alter"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"arch@2.1.1","MIT","https://github.com/feross/arch"
"archive-type@4.0.0","MIT","https://github.com/kevva/archive-type"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-uniq@2.1.0","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@1.5.2","MIT","https://github.com/caolan/async"
"async@2.6.3","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@9.6.1","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.8.0","MIT","https://github.com/mhart/aws4"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.3.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"basic-auth@2.0.1","MIT","https://github.com/jshttp/basic-auth"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"beeper@1.1.1","MIT","https://github.com/sindresorhus/beeper"
"bin-build@3.0.0","MIT","https://github.com/kevva/bin-build"
"bin-check@4.1.0","MIT","https://github.com/kevva/bin-check"
"bin-version-check@4.0.0","MIT","https://github.com/sindresorhus/bin-version-check"
"bin-version@3.1.0","MIT","https://github.com/sindresorhus/bin-version"
"bin-wrapper@4.1.0","MIT","https://github.com/kevva/bin-wrapper"
"bl@1.2.2","MIT","https://github.com/rvagg/bl"
"body@5.1.0","MIT","https://github.com/Raynos/body"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bower-config@1.4.1","MIT","https://github.com/bower/bower/tree/master/packages/bower-config"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"browserslist@4.7.0","MIT","https://github.com/browserslist/browserslist"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.4.3","MIT","https://github.com/feross/buffer"
"bytes@1.0.0","MIT*","https://github.com/visionmedia/bytes.js"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"cacheable-request@2.1.4","MIT","https://github.com/lukechilds/cacheable-request"
"call-me-maybe@1.0.1","MIT","https://github.com/limulus/call-me-maybe"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30000989","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"caw@2.0.1","MIT","https://github.com/kevva/caw"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.3.0","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"clean-css@4.2.1","MIT","https://github.com/jakubpawlowicz/clean-css"
"cli@1.0.1","MIT","https://github.com/node-js-libs/cli"
"clone-response@1.0.2","MIT","https://github.com/lukechilds/clone-response"
"coa@2.0.2","MIT","https://github.com/veged/coa"
"coffeescript@1.10.0","MIT","https://github.com/jashkenas/coffeescript"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"colors@1.1.2","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.20.0","MIT","https://github.com/tj/commander.js"
"commander@2.8.1","MIT","https://github.com/tj/commander.js"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"config-chain@1.1.12","MIT","https://github.com/dominictarr/config-chain"
"connect-livereload@0.6.1","MIT","https://github.com/intesso/connect-livereload"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify"
"console-stream@0.1.1","MIT","https://github.com/Raynos/console-stream"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"continuable-cache@0.3.1","MIT","https://github.com/Raynos/continuable-cache"
"convert-source-map@1.1.3","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@1.6.0","MIT","https://github.com/thlorenz/convert-source-map"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-select-base-adapter@0.1.1","MIT","https://github.com/nrkn/css-select-base-adapter"
"css-select@2.0.2","BSD-2-Clause","https://github.com/fb55/css-select"
"css-tree@1.0.0-alpha.29","MIT","https://github.com/csstree/csstree"
"css-tree@1.0.0-alpha.33","MIT","https://github.com/csstree/csstree"
"css-what@2.1.3","BSD-2-Clause","https://github.com/fb55/css-what"
"csso@3.5.1","MIT","https://github.com/css/csso"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"date-time@1.1.0","MIT","https://github.com/sindresorhus/date-time"
"dateformat@1.0.12","MIT","https://github.com/felixge/node-dateformat"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.6","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"decompress-response@3.3.0","MIT","https://github.com/sindresorhus/decompress-response"
"decompress-tar@4.1.1","MIT","https://github.com/kevva/decompress-tar"
"decompress-tarbz2@4.1.1","MIT","https://github.com/kevva/decompress-tarbz2"
"decompress-targz@4.1.1","MIT","https://github.com/kevva/decompress-targz"
"decompress-unzip@4.0.1","MIT","https://github.com/kevva/decompress-unzip"
"decompress@4.2.0","MIT","https://github.com/kevva/decompress"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"diff@3.5.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"dir-glob@2.0.0","MIT","https://github.com/kevva/dir-glob"
"dom-serializer@0.2.1","MIT","https://github.com/cheeriojs/dom-renderer"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domelementtype@2.0.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@2.3.0","BSD*","https://github.com/fb55/DomHandler"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"domutils@1.7.0","BSD-2-Clause","https://github.com/FB55/domutils"
"download@6.2.5","MIT","https://github.com/kevva/download"
"download@7.1.0","MIT","https://github.com/kevva/download"
"duplexer3@0.1.4","BSD-3-Clause","https://github.com/floatdrop/duplexer3"
"duplexer@0.1.1","MIT","https://github.com/Raynos/duplexer"
"duplexify@3.7.1","MIT","https://github.com/mafintosh/duplexify"
"each-async@0.1.3","MIT","https://github.com/sindresorhus/each-async"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.3.260","ISC","https://github.com/kilian/electron-to-chromium"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.1","MIT","https://github.com/mafintosh/end-of-stream"
"entities@1.0.0","BSD*","https://github.com/fb55/node-entities"
"entities@2.0.0","BSD-2-Clause","https://github.com/fb55/entities"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error@7.2.0","MIT","https://github.com/Raynos/error"
"es-abstract@1.14.2","MIT","https://github.com/ljharb/es-abstract"
"es-to-primitive@1.2.0","MIT","https://github.com/ljharb/es-to-primitive"
"es6-promise@4.2.8","MIT","https://github.com/stefanpenner/es6-promise"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"eventemitter2@0.4.14","MIT","https://github.com/hij1nx/EventEmitter2"
"eventemitter3@1.2.0","MIT","https://github.com/primus/eventemitter3"
"events@1.1.1","MIT","https://github.com/Gozala/events"
"exec-buffer@3.2.0","MIT","https://github.com/kevva/exec-buffer"
"execa@0.7.0","MIT","https://github.com/sindresorhus/execa"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"executable@4.1.1","MIT","https://github.com/kevva/executable"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"ext-list@2.2.2","MIT","https://github.com/kevva/ext-list"
"ext-name@5.0.0","MIT","https://github.com/kevva/ext-name"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"extract-zip@1.6.7","BSD-2-Clause","https://github.com/maxogden/extract-zip"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@2.0.1","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@2.2.7","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.0.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"faye-websocket@0.10.0","MIT","https://github.com/faye/faye-websocket-node"
"fd-slicer@1.0.1","MIT","https://github.com/andrewrk/node-fd-slicer"
"fd-slicer@1.1.0","MIT","https://github.com/andrewrk/node-fd-slicer"
"figures@1.7.0","MIT","https://github.com/sindresorhus/figures"
"file-sync-cmp@0.1.1","MIT","https://github.com/mgeisler/file-sync-cmp"
"file-type@10.11.0","MIT","https://github.com/sindresorhus/file-type"
"file-type@3.9.0","MIT","https://github.com/sindresorhus/file-type"
"file-type@4.4.0","MIT","https://github.com/sindresorhus/file-type"
"file-type@5.2.0","MIT","https://github.com/sindresorhus/file-type"
"file-type@6.2.0","MIT","https://github.com/sindresorhus/file-type"
"file-type@8.1.0","MIT","https://github.com/sindresorhus/file-type"
"filename-reserved-regex@2.0.0","MIT","https://github.com/sindresorhus/filename-reserved-regex"
"filenamify@2.1.0","MIT","https://github.com/sindresorhus/filenamify"
"fill-range@4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-up@1.1.2","MIT","https://github.com/sindresorhus/find-up"
"find-versions@3.1.0","MIT","https://github.com/sindresorhus/find-versions"
"findup-sync@0.3.0","MIT","https://github.com/cowboy/node-findup-sync"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@2.3.3","MIT","https://github.com/form-data/form-data"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"from2@2.3.0","MIT","https://github.com/hughsk/from2"
"fs-constants@1.0.0","MIT","https://github.com/mafintosh/fs-constants"
"fs-extra@1.0.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-extra@4.0.2","MIT","https://github.com/jprichardson/node-fs-extra"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"gaze@1.1.3","MIT","https://github.com/shama/gaze"
"get-proxy@2.1.0","MIT","https://github.com/kevva/get-proxy"
"get-stdin@4.0.1","MIT","https://github.com/sindresorhus/get-stdin"
"get-stream@2.3.1","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"getobject@0.1.0","MIT","https://github.com/cowboy/node-getobject"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"gifsicle@4.0.1","MIT","https://github.com/imagemin/gifsicle-bin"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent"
"glob-to-regexp@0.3.0","BSD*","https://github.com/fitzgen/glob-to-regexp"
"glob@5.0.15","ISC","https://github.com/isaacs/node-glob"
"glob@7.0.6","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.2","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.4","ISC","https://github.com/isaacs/node-glob"
"globby@8.0.2","MIT","https://github.com/sindresorhus/globby"
"globule@1.2.1","MIT","https://github.com/cowboy/node-globule"
"got@7.1.0","MIT","https://github.com/sindresorhus/got"
"got@8.3.2","MIT","https://github.com/sindresorhus/got"
"graceful-fs@4.2.2","ISC","https://github.com/isaacs/node-graceful-fs"
"graceful-readlink@1.0.1","MIT","https://github.com/zhiyelee/graceful-readlink"
"grunt-angular-templates@1.2.0","MIT","https://github.com/ericclemmons/grunt-angular-templates"
"grunt-cli@1.2.0","MIT","https://github.com/gruntjs/grunt-cli"
"grunt-concurrent@2.3.1","MIT","https://github.com/sindresorhus/grunt-concurrent"
"grunt-connect-proxy@0.2.0","MIT","https://github.com/drewzboto/grunt-connect-proxy"
"grunt-contrib-clean@2.0.0","MIT","https://github.com/gruntjs/grunt-contrib-clean"
"grunt-contrib-concat@1.0.1","MIT","https://github.com/gruntjs/grunt-contrib-concat"
"grunt-contrib-connect@2.1.0","MIT","https://github.com/gruntjs/grunt-contrib-connect"
"grunt-contrib-copy@1.0.0","MIT","https://github.com/gruntjs/grunt-contrib-copy"
"grunt-contrib-cssmin@3.0.0","MIT","https://github.com/gruntjs/grunt-contrib-cssmin"
"grunt-contrib-htmlmin@3.1.0","MIT","https://github.com/gruntjs/grunt-contrib-htmlmin"
"grunt-contrib-imagemin@3.1.0","MIT","https://github.com/gruntjs/grunt-contrib-imagemin"
"grunt-contrib-jshint@2.1.0","MIT","https://github.com/gruntjs/grunt-contrib-jshint"
"grunt-contrib-uglify@4.0.1","MIT","https://github.com/gruntjs/grunt-contrib-uglify"
"grunt-contrib-watch@1.1.0","MIT","https://github.com/gruntjs/grunt-contrib-watch"
"grunt-filerev@2.3.1","BSD*","https://github.com/yeoman/grunt-filerev"
"grunt-injector@1.1.0","MIT","https://github.com/klei/grunt-injector"
"grunt-karma@3.0.2","MIT","https://github.com/karma-runner/grunt-karma"
"grunt-known-options@1.1.1","MIT","https://github.com/gruntjs/grunt-known-options"
"grunt-legacy-log-utils@2.0.1","MIT","https://github.com/gruntjs/grunt-legacy-log-utils"
"grunt-legacy-log@2.0.0","MIT","https://github.com/gruntjs/grunt-legacy-log"
"grunt-legacy-util@1.1.1","MIT","https://github.com/gruntjs/grunt-legacy-util"
"grunt-newer@1.3.0","MIT","https://github.com/tschaub/grunt-newer"
"grunt-ng-annotate@3.0.0","MIT","https://github.com/mgol/grunt-ng-annotate"
"grunt-npm-bower@0.0.4","GPL-3.0","https://github.com/wireapp/grunt-npm-bower"
"grunt-postcss@0.9.0","MIT","https://github.com/nDmitry/grunt-postcss"
"grunt-svgmin@6.0.0","MIT","https://github.com/sindresorhus/grunt-svgmin"
"grunt-usemin@3.1.1","BSD-2-Clause","https://github.com/yeoman/grunt-usemin"
"grunt-wiredep@3.0.1","MIT","https://github.com/stephenplusplus/grunt-wiredep"
"grunt@1.0.4","MIT","https://github.com/gruntjs/grunt"
"gzip-size@3.0.0","MIT","https://github.com/sindresorhus/gzip-size"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema"
"har-validator@5.1.3","MIT","https://github.com/ahmadnassri/node-har-validator"
"has-ansi@2.0.0","MIT","https://github.com/sindresorhus/has-ansi"
"has-flag@2.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-symbol-support-x@1.4.2","MIT","https://github.com/Xotic750/has-symbol-support-x"
"has-symbols@1.0.0","MIT","https://github.com/ljharb/has-symbols"
"has-to-string-tag-x@1.4.1","MIT","https://github.com/Xotic750/has-to-string-tag-x"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"hasha@2.2.0","MIT","https://github.com/sindresorhus/hasha"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he"
"hooker@0.2.3","MIT","https://github.com/cowboy/javascript-hooker"
"hosted-git-info@2.8.4","ISC","https://github.com/npm/hosted-git-info"
"html-comment-regex@1.1.2","MIT","https://github.com/stevemao/html-comment-regex"
"html-minifier@4.0.0","MIT","https://github.com/kangax/html-minifier"
"htmlparser2@3.8.3","MIT","https://github.com/fb55/htmlparser2"
"http-cache-semantics@3.8.1","BSD-2-Clause","https://github.com/pornel/http-cache-semantics"
"http-errors@1.6.3","MIT","https://github.com/jshttp/http-errors"
"http-errors@1.7.3","MIT","https://github.com/jshttp/http-errors"
"http-parser-js@0.4.10","MIT","https://github.com/creationix/http-parser-js"
"http-proxy@1.11.3","MIT","https://github.com/nodejitsu/node-http-proxy"
"http-signature@1.2.0","MIT","https://github.com/joyent/node-http-signature"
"https-browserify@0.0.1","MIT","https://github.com/substack/https-browserify"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"ieee754@1.1.13","BSD-3-Clause","https://github.com/feross/ieee754"
"ignore@3.3.10","MIT","https://github.com/kaelzhang/node-ignore"
"imagemin-gifsicle@6.0.1","MIT","https://github.com/imagemin/imagemin-gifsicle"
"imagemin-jpegtran@6.0.0","MIT","https://github.com/imagemin/imagemin-jpegtran"
"imagemin-optipng@6.0.0","MIT","https://github.com/imagemin/imagemin-optipng"
"imagemin-svgo@7.0.0","MIT","https://github.com/imagemin/imagemin-svgo"
"imagemin@6.1.0","MIT","https://github.com/imagemin/imagemin"
"import-lazy@3.1.0","MIT","https://github.com/sindresorhus/import-lazy"
"indent-string@2.1.0","MIT","https://github.com/sindresorhus/indent-string"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.1","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.5","ISC","https://github.com/isaacs/ini"
"into-stream@3.1.0","MIT","https://github.com/sindresorhus/into-stream"
"irregular-plurals@1.4.0","MIT","https://github.com/sindresorhus/irregular-plurals"
"irregular-plurals@2.0.0","MIT","https://github.com/sindresorhus/irregular-plurals"
"is-accessor-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-accessor-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-callable@1.1.4","MIT","https://github.com/ljharb/is-callable"
"is-data-descriptor@0.1.4","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-data-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-date-object@1.0.1","MIT","https://github.com/ljharb/is-date-object"
"is-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-descriptor@1.0.2","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extendable@1.0.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-finite@1.0.2","MIT","https://github.com/sindresorhus/is-finite"
"is-gif@3.0.0","MIT","https://github.com/sindresorhus/is-gif"
"is-glob@3.1.0","MIT","https://github.com/jonschlinkert/is-glob"
"is-glob@4.0.1","MIT","https://github.com/micromatch/is-glob"
"is-jpg@2.0.0","MIT","https://github.com/sindresorhus/is-jpg"
"is-natural-number@4.0.1","MIT","https://github.com/shinnn/is-natural-number.js"
"is-number-like@1.0.8","ISC","https://github.com/vigour-io/is-number-like"
"is-number@3.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-object@1.0.1","MIT","https://github.com/ljharb/is-object"
"is-plain-obj@1.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
